scan,mz,i,label
0,155.4,29.485610974528036,False
0,158.4,20.67496116151104,False
0,160.0,46.76493068102478,True
0,161.0,2.109081921060926,True
0,162.8,16.29472076379451,False
1,158.0,44.20985146027627,False
1,160.0,93.52986136204956,True
1,161.0,4.218163842121852,True
2,159.6,12.52165168113414,False
2,160.0,46.76493068102478,True
2,161.0,2.109081921060926,True
2,161.3,3.837343449093528,False
3,159.4,46.27394790743914,False
3,159.8,8.14864484572326,False
3,160.4,35.391769835299456,False
4,159.4,23.218334933667293,False
5,157.4,37.002949267493044,False
5,163.0,4.425032542618739,False
6,156.1,15.725216777797064,False
7,163.7,2.955600398778179,False
7,164.6,3.8364033713289643,False
7,164.9,41.317497844683594,False
8,162.4,9.292250368388544,False
9,164.0,4.4089280664794845,False
10,160.9,27.777647590065577,False
10,163.1,41.490363582262,False
11,160.1,53.092705025128595,False
12,160.3,14.619318181472188,False
12,161.7,2.05007025950257,False
13,170.0,46.487970379221736,True
13,171.0,2.290786511770317,True
13,171.3,17.450145182889848,False
13,173.2,6.787024433373849,False
14,168.7,12.889339953539457,False
14,170.0,92.97594075844347,True
14,171.0,4.581573023540634,True
14,173.4,1.0216406455886398,False
15,167.2,14.78692267629494,False
15,170.0,46.487970379221736,True
15,171.0,2.290786511770317,True
16,165.2,2.1706783004033654,False
16,173.4,2.8922768997735124,False
17,166.4,26.565218105354585,False
17,172.6,14.46508101893281,False
18,166.5,17.86862665869647,False
18,167.1,11.51526597563877,False
19,165.0,5.565915169181096,False
19,166.3,5.25633837330675,False
19,168.6,7.5022404961962055,False
20,170.9,8.588683781303601,False
21,167.2,8.487934944949684,False
21,174.0,9.43736448982914,False
22,169.3,42.87310740278257,False
22,170.4,1.5906125692676196,False
23,167.0,14.697190493203278,False
23,170.4,23.902090448910222,False
24,173.9,22.91180337175563,False
25,169.6,6.010272010251243,False
25,169.8,17.57193842350935,False
26,180.0,46.21265034519325,True
26,181.0,2.9966201638453382,True
26,184.2,17.797377844120746,False
27,180.0,92.4253006903865,True
27,181.0,5.9932403276906765,True
27,184.3,36.06999461527559,False
28,180.0,46.21265034519325,True
28,180.6,23.927614492400746,False
28,181.0,2.9966201638453382,True
28,181.8,2.4940987519066224,False
29,176.9,41.78337707225939,False
30,177.4,8.713242450906423,False
30,184.2,1.8627854617195774,False
31,177.1,19.737336301508762,False
31,181.3,12.407331973020295,False
32,176.1,3.0040386702313917,False
32,182.4,3.806581423601462,False
33,180.4,32.39046517787129,False
33,183.0,47.45727919077193,False
33,184.1,10.947613462386009,False
34,180.1,6.702981861718468,False
35,179.6,9.73487404422684,False
35,181.6,32.5239622037986,False
35,184.4,1.0046493054667525,False
36,183.8,33.46630595399138,False
37,176.5,28.19454339995931,False
37,178.0,14.800559971446006,False
38,175.3,6.807041212504272,False
38,183.4,39.60510936247095,False
39,190.0,45.93896086462879,True
39,190.0,37.00252407055419,False
39,191.0,3.2116648132972685,True
39,192.0,52.02559165500392,False
40,187.8,4.831687842670832,False
40,190.0,91.87792172925758,True
40,191.0,6.423329626594537,True
40,192.9,8.598952992719845,False
41,190.0,45.93896086462879,True
41,191.0,3.2116648132972685,True
42,187.6,8.365876960633386,False
42,192.8,2.313755173009582,False
43,185.9,24.65097651468532,False
44,185.5,3.4108869443772374,False
44,186.8,19.500769063149637,False
45,187.2,9.712889622728667,False
45,191.7,3.336690882707772,False
46,190.9,35.309944412908045,False
47,188.7,7.182109062903754,False
47,192.7,5.06786031763605,False
48,186.6,9.204629977222318,False
48,189.0,20.02298064396153,False
48,189.4,23.297773838928038,False
50,194.0,15.0751318745353,False
51,185.2,4.577782165855461,False
51,189.0,78.93214120368052,False
51,189.6,22.056844602249807,False
51,191.4,2.292930910098122,False
52,198.9,35.891382408897805,False
52,200.0,45.6668922807498,True
52,201.0,3.424057199189568,True
53,196.8,10.108840155068506,False
53,200.0,91.3337845614996,True
53,201.0,6.848114398379136,True
54,200.0,45.6668922807498,True
54,200.9,54.602919798137606,False
54,201.0,3.424057199189568,True
54,202.7,16.658047659330435,False
55,196.2,21.536351879713596,False
55,201.6,1.798223250940197,False
55,203.5,7.739673795017449,False
55,204.0,3.6659302739513606,False
56,197.5,4.361914862834082,False
56,202.5,18.75142143716217,False
57,196.2,17.04778157256997,False
58,201.0,17.913170896241038,False
58,203.9,4.931098396032407,False
59,195.2,45.1710753311529,False
59,197.5,62.504645645631626,False
59,203.2,14.664746554532316,False
60,197.8,8.230652510446568,False
61,204.0,5.733628992198103,False
62,200.4,8.190277419846621,False
62,202.3,1.4651399856184446,False
62,202.8,7.236400977304196,False
62,204.3,3.1251091409678957,False
63,198.5,36.141231664008856,False
64,196.7,15.362269870604626,False
64,202.6,43.87834697846276,False
65,205.1,11.111760817225203,False
65,206.2,28.526515487236757,False
65,206.7,1.1713135134317025,False
65,210.0,45.39643499396898,True
65,211.0,3.633821194381813,True
65,213.1,4.447245661546288,False
66,208.9,14.577835493842471,False
66,210.0,90.79286998793796,True
66,210.6,5.479038502284095,False
66,211.0,7.267642388763626,True
66,211.7,9.183444343216495,False
66,214.6,5.686621080959284,False
67,208.1,12.066413774252535,False
67,210.0,45.39643499396898,True
67,211.0,3.633821194381813,True
68,210.1,45.66878587245822,False
68,213.0,9.76840244695766,False
69,213.1,15.417527962068418,False
70,211.8,6.828024591669798,False
71,208.5,1.6647939187268357,False
72,205.4,2.00684482970062,False
72,209.1,15.76173668981473,False
73,213.7,74.8603983635744,False
74,213.4,10.489243424041637,False
74,214.8,7.718951077534622,False
75,207.4,2.364818874767042,False
76,211.3,16.292232501343285,False
76,212.3,7.347491763415333,False
76,213.6,2.1558020024923263,False
77,214.2,24.964937274797993,False
77,214.3,6.684473018338243,False
78,216.4,19.574138057296235,False
78,220.0,45.127579461551534,True
78,221.0,3.840980481992118,True
78,222.7,14.023074775740648,False
79,216.5,15.486370335941618,False
79,218.4,14.183837853729935,False
79,220.0,90.25515892310307,True
79,221.0,7.681960963984236,True
80,220.0,45.127579461551534,True
80,221.0,3.840980481992118,True
81,221.9,11.143774245408816,False
82,218.9,13.555662695766474,False
82,224.1,19.824453847593634,False
83,223.0,25.044481884808874,False
83,224.7,26.12285703857963,False
84,217.1,6.536497291367835,False
84,219.3,2.0386129941602973,False
86,219.5,31.225662103553862,False
88,215.2,5.717888468699445,False
89,220.6,16.608014250524242,False
89,222.1,9.895601305646588,False
90,222.0,11.561867057607955,False
91,228.3,2.77646181765938,False
91,230.0,44.86031619727853,True
91,231.0,4.571668455020356,True
91,232.0,20.483477304224646,False
92,226.4,14.199053094161389,False
92,227.5,5.546534230299511,False
92,229.0,5.375234241844926,False
92,230.0,89.72063239455706,True
92,231.0,9.143336910040713,True
93,230.0,44.86031619727853,True
93,230.1,6.479310657950089,False
93,231.0,4.571668455020356,True
93,231.7,29.02898439277913,False
94,228.4,9.166749294317311,False
94,230.4,7.114343435176205,False
94,230.9,2.3400738625794,False
94,232.0,33.3827622791998,False
95,227.1,1.2543414170260327,False
95,230.0,8.814116447352784,False
95,231.7,7.481383009592169,False
96,232.7,9.475425442891867,False
97,227.5,6.084163422106615,False
97,230.0,5.475465455398524,False
97,232.1,42.36026077760161,False
98,232.5,4.220849130870061,False
99,230.3,4.105584054340423,False
99,233.5,24.16510349308495,False
100,226.0,8.721038848980198,False
100,227.9,1.4442654705895053,False
101,230.1,46.97441779982629,False
101,230.4,19.076488125046048,False
101,231.4,22.827999509315607,False
102,226.0,34.59129298229059,False
102,226.6,1.6691453279568806,False
102,228.9,5.050691450811672,False
102,231.0,4.9900939221475795,False
102,231.5,8.147222621743444,False
103,227.0,31.316901794894868,False
103,228.7,11.020403859045533,False
103,231.7,5.4743158078858585,False
103,233.1,6.511852007731908,False
104,239.5,15.297741389525996,False
104,240.0,44.5946357711121,True
104,241.0,4.7999605993383145,True
105,240.0,89.1892715422242,True
105,241.0,9.599921198676629,True
105,241.8,7.956862437638068,False
105,244.5,5.464289431501279,False
106,237.4,15.4825081510613,False
106,240.0,44.5946357711121,True
106,241.0,4.7999605993383145,True
106,241.4,24.35081111086146,False
106,243.9,5.252294583578154,False
107,240.6,17.022760362837104,False
108,242.6,1.7688101315895561,False
109,235.1,22.19906587810303,False
109,241.5,2.5441085815667432,False
109,243.4,22.043054597267087,False
109,243.7,37.3846129645049,False
110,241.6,19.258874534925187,False
110,242.5,2.330568974247557,False
111,240.1,10.361703378548288,False
111,245.0,15.522137426914405,False
112,240.1,29.004267767093577,False
113,242.4,5.013300674565737,False
113,243.2,17.187590704798307,False
114,238.1,13.421305984816374,False
115,236.5,2.12147728046973,False
115,238.2,8.817138649160626,False
115,242.1,17.510506215535916,False
115,242.8,5.420300327898311,False
116,236.2,11.699748257101977,False
116,239.0,9.410884606682636,False
116,239.5,1.3639358170656393,False
116,242.2,2.9345545842377354,False
116,244.0,1.195721415960984,False
117,248.4,14.454638350082888,False
117,250.0,44.33052880886282,True
117,251.0,5.025388321943869,True
118,250.0,88.66105761772565,True
118,251.0,10.050776643887739,True
118,253.2,19.14729561783693,False
119,246.0,30.355569204869838,False
119,250.0,44.33052880886282,True
119,251.0,5.025388321943869,True
120,248.6,3.967057747595724,False
120,250.5,28.629391188272358,False
121,248.8,5.743867697917922,False
122,251.5,45.293255126580355,False
122,251.8,13.559451046666869,False
123,246.2,24.834240857014198,False
123,252.7,10.681230867010544,False
123,254.0,10.198315811991863,False
124,249.0,14.466594669717391,False
124,252.6,2.5136554774930526,False
125,250.9,10.446988900635834,False
125,254.8,39.25979612364568,False
126,250.2,4.012415302023282,False
127,253.0,4.343614545857793,False
127,254.2,12.613492873669152,False
128,252.9,6.3669200834662325,False
128,254.4,12.33929464072313,False
128,254.5,1.5284538652958446,False
129,249.8,3.472229687422168,False
129,252.4,13.812833945719868,False
130,256.5,28.11510840123766,False
130,260.0,44.06798599191407,True
130,261.0,5.24797754400576,True
130,263.4,30.94136904093588,False
131,260.0,88.13597198382814,True
131,261.0,10.49595508801152,True
131,263.8,4.426485605372503,False
132,258.399,43.93949364245252,False
132,260.0,44.06798599191407,True
132,261.0,5.24797754400576,True
133,263.9,2.6563519758045624,False
134,257.3,5.152507851088799,False
134,258.3,12.808405573577327,False
134,258.5,18.58970163753726,False
135,258.5,2.2652723669420403,False
135,259.3,37.987194963205894,False
135,262.4,1.5215293788604427,False
135,263.2,7.748164754151563,False
136,260.4,18.832149859496514,False
137,261.0,52.166191358134284,False
137,264.0,1.4931956739809369,False
139,262.4,21.341726314931908,False
139,264.2,2.6707259763957,False
140,257.9,5.458727918816482,False
141,255.0,4.2473072574996245,False
142,255.7,1.072059356461942,False
142,259.4,6.119803092684255,False
142,261.2,2.614135297131025,False
142,262.9,4.729658301779179,False
142,263.8,10.048373075056384,False
143,265.2,1.8804513427169705,False
143,268.1,46.09328316030684,False
143,270.0,43.80699805667215,True
143,271.0,5.46775398014959,True
144,266.9,19.374627900435982,False
144,269.2,2.3873094148014533,False
144,270.0,87.6139961133443,True
144,271.0,10.93550796029918,True
145,269.4,2.9789214900859826,False
145,270.0,43.80699805667215,True
145,271.0,5.46775398014959,True
148,272.5,10.7530624664522,False
149,270.6,3.3740564965249025,False
149,274.7,17.34647125614608,False
150,268.5,57.11191854776262,False
150,269.3,47.03834653298062,False
151,271.8,2.4535844211466395,False
152,269.9,70.49141360206733,False
152,270.1,2.5484816224267077,False
152,272.2,16.164419023733654,False
152,272.8,14.972588501864173,False
153,267.1,1.5027057808230975,False
153,273.2,4.061988143568491,False
154,265.7,12.691756256061886,False
155,268.0,3.373753719754841,False
156,278.8,5.068122752384464,False
156,279.5,1.9199334613114902,False
156,280.0,43.54755579457159,True
156,281.0,5.684743139958016,True
156,284.7,59.37435645757822,False
157,279.5,33.825114144652765,False
157,280.0,87.09511158914319,True
157,280.1,42.44653355446599,False
157,281.0,11.369486279916032,True
157,281.2,8.117218393233538,False
158,275.8,19.2901844887646,False
158,280.0,43.54755579457159,True
158,280.2,4.062193494279538,False
158,281.0,5.684743139958016,True
160,284.0,16.70263980661104,False
161,281.7,46.119233770613164,False
161,281.8,10.500217447189302,False
162,276.5,10.108216181224234,False
163,276.2,13.62657312465165,False
163,280.5,16.617723892753236,False
164,279.2,8.60484853612682,False
164,284.5,4.368151017920721,False
165,283.1,58.01086458352049,False
167,280.2,16.93807375710414,False
167,283.3,8.284630044345255,False
168,284.5,21.81154067800229,False
169,287.2,22.214704937164605,False
169,290.0,43.289650051528476,True
169,291.0,5.89897032952188,True
169,294.3,6.753450932786425,False
170,290.0,86.57930010305695,True
170,291.0,11.79794065904376,True
170,292.0,8.201973001411154,False
171,290.0,43.289650051528476,True
171,291.0,5.89897032952188,True
172,288.1,8.519492613162923,False
172,293.5,8.839881150539247,False
173,286.6,13.983976841202137,False
174,290.1,19.806135336618347,False
174,293.3,18.082430454313375,False
175,285.8,3.2114476931476585,False
175,289.5,15.875875396531274,False
175,294.0,15.779406408093896,False
176,286.6,13.079225506023874,False
176,288.3,24.242774375340822,False
177,290.7,11.641870077465304,False
177,294.8,16.81995484317376,False
178,290.4,23.9714314739939,False
179,292.9,41.26381647584583,False
180,290.2,9.062424818194245,False
180,294.3,3.049774271459139,False
181,288.0,5.877319371921053,False
181,292.3,10.812099892614302,False
182,296.8,26.757237465240557,False
182,300.0,43.033271727673,True
