scan,mz,i,label
0,155.05,74.1977701172594,False
0,160.0,0.46894153340329464,True
0,161.0,0.03007322053715328,True
0,162.0,0.0009642978165238199,True
0,163.0,2.0613472991224188e-05,True
0,164.0,3.304855057318017e-07,True
0,165.0,4.238807096516089e-09,True
1,156.301,0.7862637813641955,False
1,160.0,0.9378830668065893,True
1,161.0,0.06014644107430656,True
1,162.0,0.0019285956330476399,True
1,163.0,4.1226945982448375e-05,True
1,164.0,6.609710114636034e-07,True
1,164.949,29.974865561014383,False
1,165.0,8.477614193032177e-09,True
2,156.401,24.77700598895622,False
2,158.963,19.052433237397935,False
2,159.564,25.210569299916095,False
2,160.0,0.46894153340329464,True
2,161.0,0.03007322053715328,True
2,162.0,0.0009642978165238199,True
2,163.0,2.0613472991224188e-05,True
2,164.0,3.304855057318017e-07,True
2,165.0,4.238807096516089e-09,True
3,158.56356356356358,14.745259900660031,False
3,160.5955955955956,2.7431099653749644,False
3,163.22822822822823,12.35243862029579,False
4,161.2862862862863,47.1436191610663,False
5,157.48248248248248,28.323194141142068,False
5,157.63263263263264,21.954552475832212,False
5,158.42342342342343,20.560391509421777,False
6,156.03103103103103,45.18727307713702,False
6,159.15415415415416,10.31633929650857,False
7,155.66066066066065,10.334416620739578,False
7,158.55355355355354,10.601000422777924,False
7,161.9169169169169,5.300388733438224,False
7,163.20820820820822,26.84736632363236,False
8,156.9019019019019,20.065515614355228,False
8,164.1791791791792,2.31575312189422,False
9,155.35035035035034,44.864819274815666,False
9,158.26326326326327,16.463128032746976,False
9,158.51351351351352,22.96327239489688,False
9,160.86586586586586,36.12065523179292,False
10,159.58458458458458,4.119535978476878,False
10,159.74474474474474,3.324733481708587,False
11,156.3013013013013,14.455233525681916,False
12,158.6136136136136,6.506698473673406,False
12,158.94394394394394,22.72052253588226,False
12,161.96696696696696,19.572208213014473,False
12,163.1081081081081,0.0630669933298171,False
12,164.32932932932934,3.313067192933954,False
13,170.0,0.4661642773114332,True
13,171.0,0.03266413091121212,True
13,171.966,15.547906864068132,False
13,172.0,0.0011443878264743165,True
13,172.807,16.79204598022785,False
13,173.0,2.6729085000351787e-05,True
13,174.0,4.682267464936623e-07,True
13,175.0,6.561729625362183e-09,True
14,165.13,108.20848282329572,False
14,170.0,0.9323285546228663,True
14,170.685,29.286740361670528,False
14,171.0,0.06532826182242424,True
14,172.0,0.002288775652948633,True
14,173.0,5.345817000070357e-05,True
